         1731171 function calls (1687584 primitive calls) in 168.502 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:434(format)
        6    0.000    0.000    0.001    0.000 __init__.py:437(flex_comp_method_FRAME)
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:444(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:445(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:476(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:477(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        3    0.000    0.000    0.000    0.000 __init__.py:506(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:507(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        4    0.000    0.000    0.000    0.000 __init__.py:514(cast)
        3    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:57(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:629(usesTime)
        1    0.000    0.000    0.000    0.000 __init__.py:635(formatMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:651(format)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        7    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:76(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
       22    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        2    0.000    0.000    0.000    0.000 __init__.py:792(filter)
        1    0.000    0.000    3.653    3.653 __init__.py:8(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:80(import_lzma)
        1    0.000    0.000    0.000    0.000 __init__.py:816(PythonHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:82(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 __init__.py:82(Namespace)
        6    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        6    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
        1    0.000    0.000    1.336    1.336 __init__.py:89(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:89(reexport_tf_summary)
        2    0.000    0.000    0.000    0.000 __init__.py:894(acquire)
        2    0.000    0.000    0.000    0.000 __init__.py:901(release)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:914(format)
        1    0.000    0.000    0.001    0.001 __init__.py:937(handle)
        1    0.000    0.000    0.000    0.000 __init__.py:94(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:954(ABSLHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:955(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:957(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:97(NotFoundErr)
        1    0.000    0.000    0.000    0.000 __init__.py:989(activate_python_handler)
        1    0.000    0.000    0.000    0.000 __init__.py:99(<listcomp>)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        2    0.000    0.000    0.067    0.033 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        8    0.000    0.000    0.000    0.000 _argument_parser.py:116(parse)
        1    0.000    0.000    0.137    0.137 _argument_parser.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:150(ArgumentSerializer)
       10    0.000    0.000    0.000    0.000 _argument_parser.py:153(serialize)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:158(NumericParser)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:164(is_outside_bounds)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:169(parse)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:202(FloatParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:243(IntegerParser)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:252(__init__)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:273(convert)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:294(BooleanParser)
       11    0.000    0.000    0.000    0.000 _argument_parser.py:297(parse)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:322(EnumParser)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:34(_is_integer_type)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:373(EnumClassParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:40(_ArgumentParserCache)
       23    0.000    0.000    0.000    0.000 _argument_parser.py:45(__call__)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:455(ListSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:465(EnumClassListSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:492(CsvListSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:517(EnumClassSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:534(BaseListParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:566(ListParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:597(WhitespaceSeparatedListParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:98(ArgumentParser)
        1    0.000    0.000    0.000    0.000 _array_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api.py:52(_NumPyApiWrapper)
        1    0.000    0.000    0.000    0.000 _array_api.py:7(_ArrayAPIWrapper)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
        1    0.000    0.000    0.000    0.000 _available_if.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _available_if.py:17(__init__)
        2    0.000    0.000    0.000    0.000 _available_if.py:48(available_if)
        1    0.000    0.000    0.000    0.000 _available_if.py:6(_AvailableIfDescriptor)
        2    0.000    0.000    0.000    0.000 _available_if.py:87(<lambda>)
        2    0.000    0.000    0.320    0.160 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:112(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:142(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:22(Future)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        1    0.000    0.000    0.000    0.000 _base.py:376(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:584(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:640(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.156    0.156 _base.py:984(ExcelFile)
        1    0.000    0.000    2.503    2.503 _basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:13(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:181(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:248(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:271(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:287(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:35(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _bicluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.191    0.191 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:36(BSpline)
        1    0.000    0.000    0.000    0.000 _bunch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bunch.py:1(Bunch)
        7    0.000    0.000    0.000    0.000 _bunch.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 _bunch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _bunch.py:33(_make_tuple_bunch)
        1    0.000    0.000    0.000    0.000 _bunch.py:6(_validate_names)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.089    0.089 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:106(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _collections.py:30(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:15(<module>)
      150    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       77    0.000    0.000    0.001    0.000 _collections_abc.py:657(get)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.326    0.326 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:119(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:157(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:194(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1052(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1119(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:116(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1170(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1234(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1297(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1335(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1392(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1452(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1558(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1629(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1693(exponpow_gen)
